Host full name,Gelechiidae species name,Rank,COL status,COL taxon page
Calamagrostis,Helcystogramma lutatella  Herrich-SchÃ¤ffer,genus,accepted,https://www.catalogueoflife.org/data/taxon/8VVTV
Calamagrostis epigejos,Helcystogramma lutatella  Herrich-SchÃ¤ffer,species,accepted,https://www.catalogueoflife.org/data/taxon/PCG7
Calamagrostis epigejos,Helcystogramma lutatella  Herrich-SchÃ¤ffer,species,accepted,https://www.catalogueoflife.org/data/taxon/PCG7
Calamus castaneus,Helcystogramma sp.  ,species,accepted,https://www.catalogueoflife.org/data/taxon/PDXZ
Calamus manan,Coconympha iriarcha  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/5X6V7
Calicotome spinosa,Mirificarma cytisella  Treitschke; Mirificarma mulinella  Zeller,species,accepted,https://www.catalogueoflife.org/data/taxon/PJXG
Calluna,Aristotelia ericinella  Zeller; Neofaculta ericetella  Geyer; Prolita sexpunctella  Fabricius,genus,accepted,https://www.catalogueoflife.org/data/taxon/3FR3
Calluna vulgaris,Neofaculta ericetella  Geyer,species,accepted,https://www.catalogueoflife.org/data/taxon/PWBL
Calophyllum inophyllum,Epimimastis glaucodes  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/PZHG
Calycotome,Mirificarma cytisella  Treitschke,genus,synonym,https://www.catalogueoflife.org/data/taxon/9CS4D
Calyptocarpus vialis,Helcystogramma melantherella  Busck,species,accepted,https://www.catalogueoflife.org/data/taxon/Q6RX
Calystegia pubescens,Helcystogramma triannulella  Herrich-SchÃ¤ffer,species,accepted,https://www.catalogueoflife.org/data/taxon/Q82H
Calystegia sepium,Helcystogramma triannulella  Herrich-SchÃ¤ffer; Monochroa rhenanella  Heydenreich,species,accepted,https://www.catalogueoflife.org/data/taxon/Q82P
Camphorosma monspeliaca,Scrobipalpa ocellatella  Boyd,species,accepted,https://www.catalogueoflife.org/data/taxon/QCKR
Capparis zeylanica,Anarsia didymopa  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/QS4W
Capsicum,Symmetrischema capsica  Bradley & Pov.; Symmetrischema dulce  Povolny; Symmetrischema tangolias  Gyen; Tildenia gudmannella  Walsingham,genus,accepted,https://www.catalogueoflife.org/data/taxon/3H75
Capsicum annuum,Gnorimoschema   ; Keiferia lycopersicella  Walsingham; Phthorimaea operculella  Zeller; Symmetrischema borsaniella  KÃ¶hler; Symmetrischema capsica  Bradley & Pov.; Symmetrischema capsicivorum  Povolny; Symmetrischema tangolias  Gyen; Tildenia gudmannella  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/QT4R
Capsicum annuum frutescens,Symmetrischema dulce  Povolny,species,accepted,https://www.catalogueoflife.org/data/taxon/QT6C
Capsicum frutescens,Tildenia gudmannella  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/QT6C
Caragana ussuriensis,Dendrophilia caraganella  Ponomarenko,species,accepted,https://www.catalogueoflife.org/data/taxon/R22T
Carduus,Scrobipalpa acuminatella  Sircom,genus,accepted,https://www.catalogueoflife.org/data/taxon/3HGD
Carex acutiformis,Monochroa arundinetella  Stainton,species,synonym,https://www.catalogueoflife.org/data/taxon/R7WL
Carlina,Metzneria aestivella  Zeller,genus,accepted,https://www.catalogueoflife.org/data/taxon/3HNR
Carlina salicifolia,Metzneria dichroa  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/5XC2Y
Carlina vulgaris,Metzneria carlinella  Stainton,species,accepted,https://www.catalogueoflife.org/data/taxon/69C38
Carpinus,Dichomeris ustalella  Fabricius; Dichomeris ventrella  Fitch; Psoricoptera gibbosella  Zeller,genus,accepted,https://www.catalogueoflife.org/data/taxon/8VVZD
Carpinus betulus,Hypatima rhomboidella  Linnaeus; Recurvaria nanella  Denis & Schiff.,species,accepted,https://www.catalogueoflife.org/data/taxon/RG23
Carthamus,Metzneria eatoni  Walsingham,genus,accepted,https://www.catalogueoflife.org/data/taxon/3HWX
Carthamus tinctorius,Syncopacma   ,species,accepted,https://www.catalogueoflife.org/data/taxon/RH96
Carya,Dichomeris inversella  Zeller; Dichomeris ligulella  Hubner; Dichomeris ventrella  Fitch,genus,accepted,https://www.catalogueoflife.org/data/taxon/3HXZ
Carya alba,Dichomeris ventrella  Fitch,species,accepted,https://www.catalogueoflife.org/data/taxon/RHRN
Carya illinoinensis,Dichomeris ventrella  Fitch,species,accepted,https://www.catalogueoflife.org/data/taxon/8L3D2
Carya ovata,Dichomeris ligulella  Hubner,species,accepted,https://www.catalogueoflife.org/data/taxon/RHSS
Cassia,Mesophleps epiochra  Meyrick; Mesophleps palpigera  Walsingham; Polyhymno luteostrigella ?  Chambers; Stegasta bosquella costipunctella MÃ¶schler; Stegasta variana  Meyrick,genus,accepted,https://www.catalogueoflife.org/data/taxon/9CK9S
Cassia ferruginea,Stegasta bosqueella  Chambers,species,accepted,https://www.catalogueoflife.org/data/taxon/RLJP
Cassia fistula,Anarsia acerata  Meyrick; Anarsia idioptila  Meyrick; Stegasta variana  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/RLJX
Cassine,Pectinophora gossypiella  Saunders,genus,accepted,https://www.catalogueoflife.org/data/taxon/62KM3
Castanea crenata,Hypatima sp. 4  ,species,accepted,https://www.catalogueoflife.org/data/taxon/RNSP
Castanea dentata,Dichomeris ligulella  Hubner; Dichomeris ventrella  Fitch,species,accepted,https://www.catalogueoflife.org/data/taxon/RNSR
Castilleja,Scrobipalpula lutescella  Clarke,genus,accepted,https://www.catalogueoflife.org/data/taxon/3J6L
Castilleja lutescens,Scrobipalpula lutescella  Clarke,species,accepted,https://www.catalogueoflife.org/data/taxon/5XF39
Castilleja affinis,,species,ambiguous synonym,https://www.catalogueoflife.org/data/taxon/RQ8X
Ceanothus,Argyrolacia bifida  Keifer; Chionodes ceanothiella  Busck; Chionodes occidentella  Chambers; Gelechia anarsiella  Chambers; Telphusa sedulitella  Busck,genus,accepted,https://www.catalogueoflife.org/data/taxon/62KF2
Ceanothus americanus,Recurvaria consimilis  Braun,species,accepted,https://www.catalogueoflife.org/data/taxon/RYP3
Ceanothus cuneatus,Aristotelia adceanotha  Keifer,species,accepted,https://www.catalogueoflife.org/data/taxon/RYPW
Ceanothus oliganthus,Recurvaria ceanothiella  Braun,species,accepted,https://www.catalogueoflife.org/data/taxon/RYSH
Ceanothus oliganthus sorediatus,Chionodes occidentella  Chambers; Recurvaria ceanothiella  Braun; Recurvaria francisca  Keifer,species,accepted,https://www.catalogueoflife.org/data/taxon/RYTN
Ceanothus sanguineus,Chionodes ceanothiella  Busck; Gelechia monella  Busck,species,accepted,https://www.catalogueoflife.org/data/taxon/RYTF
Ceanothus thyrsiflorus,Chionodes ceanothiella  Busck; Chionodes occidentella  Chambers; Filatima sp.  ; Recurvaria ceanothiella  Braun; Recurvaria francisca  Keifer,species,accepted,https://www.catalogueoflife.org/data/taxon/RYTV
Ceiba pentandra,Semophylax apicepuncta  Busck,species,accepted,https://www.catalogueoflife.org/data/taxon/S2C6
Ceiba thonningii,Semophylax apicepuncta  Busck,species,accepted,https://www.catalogueoflife.org/data/taxon/S2C6
Celmisia,Apatetris melanombra  Meyrick,genus,accepted,https://www.catalogueoflife.org/data/taxon/3K33
Centaurea,Dichomeris rasilella  Herrich-SchÃ¤ffer; Metzneria neuropterella  Zeller; Scrobipalpa acuminatella  Sircom; Scrobipalpa pauperella  Heinemann,genus,accepted,https://www.catalogueoflife.org/data/taxon/3K5Z
Centaurea biebersteinii,Metzneria paucipunctella  Zeller,species,accepted,https://www.catalogueoflife.org/data/taxon/7JJPD
Centaurea nigra,Metzneria metzneriella  Stainton; Ptocheuusa paupella  Zeller,species,accepted,https://www.catalogueoflife.org/data/taxon/S73C
Centaurea scabiosa,Metzneria aprilella  Herrich-SchÃ¤ffer,species,,https://www.catalogueoflife.org/data/taxon/S7DZ
Centaurea stoebe,Metzneria paucipunctella  Zeller,species,accepted,https://www.catalogueoflife.org/data/taxon/S7J3
Cerastium,Caryocolum fraternella  Douglas; Caryocolum petrophilum  Preissecker,genus,accepted,https://www.catalogueoflife.org/data/taxon/3KNW
Cerastium arvense,Caryocolum alsinella  Zeller; Caryocolum blandelloides  Karsholt; Caryocolum fraternella  Douglas; Caryocolum interalbicella  Herrich-SchÃ¤ffer; Caryocolum junctella  Douglas; Caryocolum tricolorella  Haworth; Caryocolum vicinella  Douglas,species,accepted,https://www.catalogueoflife.org/data/taxon/SK3M
Cerastium fontanum,Caryocolum alsinella  Zeller; Caryocolum fraternella  Douglas; Caryocolum marmoreum  Haworth; Caryocolum proximum  Haworth; Eulamprotes wilkella  Linnaeus,species,accepted,https://www.catalogueoflife.org/data/taxon/SK8H
Cerastium fontanum vulgare,Caryocolum alsinella  Zeller; Caryocolum marmoreum  Haworth; Eulamprotes wilkella  Linnaeus,species,accepted,https://www.catalogueoflife.org/data/taxon/5XJFV
Cerastium pauciflorum,,species,accepted,https://www.catalogueoflife.org/data/taxon/SKF4
Cerastium pumilum,Caryocolum blandulella  Tutt,species,ambiguous synonym,https://www.catalogueoflife.org/data/taxon/SKGH
Cerastium semidecandrum,Caryocolum alsinella  Zeller; Caryocolum blandulella  Tutt; Caryocolum marmoreum  Haworth,species,accepted,https://www.catalogueoflife.org/data/taxon/5XKYV
Cerastium semidecandrum ?,Caryocolum blandelloides  Karsholt; Caryocolum blandulella  Tutt; Caryocolum fraternella  Douglas,species,accepted,https://www.catalogueoflife.org/data/taxon/5XKYV
Cercis,Fascista cercerisella  Chambers,genus,accepted,https://www.catalogueoflife.org/data/taxon/9CKBR
Cercis canadensis,Fascista cercerisella  Chambers,species,accepted,https://www.catalogueoflife.org/data/taxon/SSQS
Cercocarpus,Chionodes occidentella  Chambers,genus,accepted,https://www.catalogueoflife.org/data/taxon/3KZG
Cercocarpus ledifolius,Evippe abdita  Braun,species,accepted,https://www.catalogueoflife.org/data/taxon/SSSJ
Cercocarpus montanus glaber,Chionodes occidentella  Chambers,species,accepted,https://www.catalogueoflife.org/data/taxon/69KQG
Chamaecrista fasciculata,Polyhymno luteostrigella  Chambers; Stegasta bosqueella  Chambers,species,accepted,https://www.catalogueoflife.org/data/taxon/69Q5L
Chamaecrista mimosoides,Stegasta variana  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/5Y25J
Chamaecrista nictitans subsp. nictitans,,species,synonym,https://www.catalogueoflife.org/data/taxon/5GDBZ
Chenopodium,Chrysoesthia drurella  Fabricius; Chrysoesthia lingulacella  Clemens; Chrysoesthia sexguttella  Thunberg; Chrysoesthia stipella  Hubner; Prolita puertella  Busck; Scrobipalpa atriplicella  Fischer v. RÃ¶sl.; Scrobipalpa nitentella  Fuchs; Scrobipalpa obsoletella  Fischer v. RÃ¶sl.,genus,accepted,https://www.catalogueoflife.org/data/taxon/3MS5
Chenopodium album,Chrysoesthia lingulacella  Clemens; Chrysoesthia sexguttella  Thunberg; Scrobipalpa atriplicella  Fischer v. RÃ¶sl.; Scrobipalpula artemisiella  Kearfott,species,accepted,https://www.catalogueoflife.org/data/taxon/TX8H
Chenopodium album var. centrorubrum,Chrysoesthia sexguttella  Thunberg,species,synonym,https://www.catalogueoflife.org/data/taxon/TXDF
Chenopodium murale,Scrobipalpa atriplicella  Fischer v. RÃ¶sl.; Scrobipalpa obsoletella  Fischer v. RÃ¶sl.,species,,https://www.catalogueoflife.org/data/taxon/TXGQ
Chenopodium quinoa,Eurysacca melanocampta  Meyrick; Scrobipalpa atriplicella  Fischer v. RÃ¶sl.,species,accepted,https://www.catalogueoflife.org/data/taxon/TXKJ
Chionochloa,Megacraspedus calamogonus  Meyrick,genus,accepted,https://www.catalogueoflife.org/data/taxon/8VW78
Chrysolepis,Evippe sp.  ,genus,accepted,https://www.catalogueoflife.org/data/taxon/8VW8K
Cienfuegosia thespesioides,Scodes deflecta  Busck,species,accepted,https://www.catalogueoflife.org/data/taxon/56FST
Cinnamomum,Anarsia epotias  Meyrick,genus,accepted,https://www.catalogueoflife.org/data/taxon/3PZP
Cirsium,Scrobipalpa acuminatella  Sircom; Scrobipalpa pauperella  Heinemann,genus,accepted,https://www.catalogueoflife.org/data/taxon/3Q7P
Cirsium acaule,Metzneria neuropterella  Zeller,species,accepted,https://www.catalogueoflife.org/data/taxon/VHMF
Cistus,Mesophleps corsicella  Herrich-SchÃ¤ffer,genus,accepted,https://www.catalogueoflife.org/data/taxon/3Q9F
Cistus albidus,Dichomeris cisti  Staudinger; Teleiodes cisti  Stainton; Telphusa cistiflorella  Constant,species,accepted,https://www.catalogueoflife.org/data/taxon/VLHX
Cistus crispus,Dichomeris limbipunctellus  Staudinger,species,accepted,https://www.catalogueoflife.org/data/taxon/VLKK
Cistus salviifolius,Dichomeris limbipunctellus  Staudinger; Teleiodes cisti  Stainton,species,accepted,https://www.catalogueoflife.org/data/taxon/VLQL
Citrus,Coleotechnites citriella  Chambers; Dichomeris citrifoliella  Chambers,genus,accepted,https://www.catalogueoflife.org/data/taxon/3QB2
Citrus aurantium,Dichomeris citrifoliella  Chambers,species,accepted,https://www.catalogueoflife.org/data/taxon/VMN6
Citrus sinensis,Coleotechnites citriella  Chambers; Dichomeris citrifoliella  Chambers,species,,https://www.catalogueoflife.org/data/taxon/VMN6
Cladonia,Chionodes continuella  Zeller,genus,accepted,https://www.catalogueoflife.org/data/taxon/62LF9
Clidemia hirta,Compsolechia seductella  Walker,species,accepted,https://www.catalogueoflife.org/data/taxon/73GNK
Coccoloba,Eunebristis zingarella  Walsingham,genus,accepted,https://www.catalogueoflife.org/data/taxon/3RLQ
Coccoloba swartzii,Eunebristis zingarella  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/WL5S
Coccoloba uvifera,Eunebristis zingarella  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/WL69
Cochlospermum regium,Pectinophora gossypiella  Saunders,species,accepted,https://www.catalogueoflife.org/data/taxon/WNKW
Cocos nucifera,Coconympha iriarcha  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/WP6H
Codariocalyx gyroides,Dichomeris acuminatus  Staudinger,species,accepted,https://www.catalogueoflife.org/data/taxon/5ZHJ2
Coffea,Dichomeris   ; Encolpotis xanthoria  Meyrick; Mesophleps palpigera  Walsingham; Phthorimaea operculella  Zeller; Trichotaphe sp.  ,genus,accepted,https://www.catalogueoflife.org/data/taxon/8VWDB
Coffea arabica,Dichomeris sp.  ; Mesophleps palpigera  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/WVWV
Coffea excelsa,Mesophleps palpigera  Walsingham,species,,https://www.catalogueoflife.org/data/taxon/WVZ8
Coffea liberica,Mesophleps palpigera  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/WW3B
Coffea quillou - delete,,species,synonym,
Colubrina texensis,Coleotechnites colubrinae  Busck,species,accepted,https://www.catalogueoflife.org/data/taxon/5ZPVY
Combretum,Dichomeris claviculata  Meyrick,genus,accepted,https://www.catalogueoflife.org/data/taxon/3SRG
Comptonia peregrina,Aroga argutiola  Hodges; Aroga trialbamaculella  Chambers; Dichomeris bipunctella  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/XJH2
Convolvulus,Helcystogramma lamprostoma  Zeller,genus,accepted,https://www.catalogueoflife.org/data/taxon/3TL7
Convolvulus althaeoides,Helcystogramma lamprostoma  Zeller,species,accepted,https://www.catalogueoflife.org/data/taxon/XYTC
Convolvulus arvensis,Helcystogramma convolvuli  Walsingham; Helcystogramma triannulella  Herrich-SchÃ¤ffer,species,accepted,https://www.catalogueoflife.org/data/taxon/5ZXFY
Convolvulus pluricaulis,Helcystogramma lamprostoma  Zeller,species,,https://www.catalogueoflife.org/data/taxon/XZLJ
Conyza,Apodia bifractella  Duponchel,genus,accepted,https://www.catalogueoflife.org/data/taxon/B3G43
Corchorus,Pectinophora gossypiella  Saunders,genus,accepted,https://www.catalogueoflife.org/data/taxon/3TYJ
Corchorus olitorius,Pectinophora gossypiella  Saunders,species,accepted,https://www.catalogueoflife.org/data/taxon/6B2TC
Corethrogyne,Dichomeris simpliciella  Busck,genus,accepted,https://www.catalogueoflife.org/data/taxon/62MNT
Coriaria nepalensis,Anarsia patulella  Walker,species,synonym,https://www.catalogueoflife.org/data/taxon/9XVM3
Cornus,Teleiodes decorella  Haworth,genus,accepted,https://www.catalogueoflife.org/data/taxon/8VWH2
Cornus controversa,Psoricoptera gibbosella  Zeller,species,accepted,https://www.catalogueoflife.org/data/taxon/YGHW
Coronilla,Aristotelia subericinella  Duponchel; Syncopacma coronillella  Treitschke; Xystophora pulveratella  Herrich-SchÃ¤ffer,genus,accepted,https://www.catalogueoflife.org/data/taxon/9CKFN
Coronilla emerus,Mirificarma maculatella  Hubner,species,accepted,https://www.catalogueoflife.org/data/taxon/3M23K
Coronilla varia,Mirificarma maculatella  Hubner; Syncopacma palpilineella  Chambers; Syncopacma vinella  Bankes; Xystophora pulveratella  Herrich-SchÃ¤ffer,species,accepted,https://www.catalogueoflife.org/data/taxon/6B4B7
Correa speciosa,Ardozyga compsochroa  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/YHHL
Corylus,Anacampsis tristrigella  Walsingham; Coleotechnites alnifructella  Busck; Dichomeris ligulella  Hubner; Dichomeris ustalella  Fabricius; Dichomeris ventrella  Fitch; Gnorimoschema banksiella  Busck; Hypatima rhomboidella  Linnaeus; Parachronistis albiceps  Zeller; Recurvaria nanella  Denis & Schiff.; Teleiodes wagae  Nowicki; Telphusa sedulitella  Busck,genus,accepted,https://www.catalogueoflife.org/data/taxon/8VWHC
Corylus americana,Anacampsis tristrigella  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/YQ4X
Corylus avellana,Hypatima rhomboidella  Linnaeus,species,accepted,https://www.catalogueoflife.org/data/taxon/YQ55
Corylus heterophylla,Dichomeris consertella  Christoph; Dichomeris leptosaris  Meyrick; Dichomeris ustalella  Fabricius,species,accepted,https://www.catalogueoflife.org/data/taxon/YQ5V
Corylus heterophylla heterophylla,Dichomeris leptosaris  Meyrick; Dichomeris ustalella  Fabricius,species,accepted,https://www.catalogueoflife.org/data/taxon/7LL6B
Corylus sieboldiana,Dichomeris leptosaris  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/YQ6W
Cotoneaster,Athrips rancidella  Herrich-SchÃ¤ffer,genus,accepted,https://www.catalogueoflife.org/data/taxon/62NHM
Cotoneaster horizontalis,Athrips rancidella  Herrich-SchÃ¤ffer; Recurvaria nanella  Denis & Schiff.; Teleiodes vulgella  Hubner,species,accepted,https://www.catalogueoflife.org/data/taxon/YXYX
Cotoneaster integerrimus,Athrips medjella  ChrÃ©tien,species,accepted,https://www.catalogueoflife.org/data/taxon/YXZM
Cotoneaster microphyllus glacialis,Athrips rancidella  Herrich-SchÃ¤ffer,species,accepted,https://www.catalogueoflife.org/data/taxon/6B8Q5
Crataegus,Anacampsis karmeliella  Amsel; Dichomeris derasella  Denis & Schiff.; Filatima epulatrix  Hodges; Filatima spurcella  Duponchel; Psoricoptera gibbosella  Zeller; Recurvaria leucatella  Clerck; Recurvaria nanella  Denis & Schiff.; Teleiodes vulgella  Hubner,genus,accepted,https://www.catalogueoflife.org/data/taxon/3VBV
Crataegus parvifolia,Recurvaria nanella  Denis & Schiff.,species,synonym,https://www.catalogueoflife.org/data/taxon/9XL2Y
Crotalaria,Brachyacma palpigera  Walsingham; Mesophleps epiochra  Meyrick; Mesophleps palpigera  Walsingham; Stomopteryx sphenodoxa  Meyrick,genus,accepted,https://www.catalogueoflife.org/data/taxon/B3G4Z
Crotalaria incana,Brachyacma palpigera  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/ZNLQ
Crotalaria pallida obovata,Mesophleps epiochra  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/7LMJN
Crotalaria pumila,Syncopacma crotalariella  Busck,species,accepted,https://www.catalogueoflife.org/data/taxon/ZNZK
Crotalaria retusa,Brachyacma palpigera  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/6BJD4
Crotalaria saltiana,Mesophleps palpigera  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/ZP3K
Croton californicus,Anacampsis lacteusochrella  Chambers,species,accepted,https://www.catalogueoflife.org/data/taxon/6BJ7C
Croton flavens,Anacampsis cornifer  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/ZQ3R
Croton laevigatus,Dichomeris decusella  Walker,species,accepted,https://www.catalogueoflife.org/data/taxon/ZQDG
Cucubalus baccifer,Caryocolum viscariella  Stainton,species,accepted,https://www.catalogueoflife.org/data/taxon/9YJVD
Cullen corylifolium,,species,accepted,https://www.catalogueoflife.org/data/taxon/32DML
Cunninghamia lanceolata,Acanthophila bimaculata  (Liu & Qian),species,accepted,https://www.catalogueoflife.org/data/taxon/6BRMR
Cupressus,Stenolechia bathrodyas  Meyrick,genus,accepted,https://www.catalogueoflife.org/data/taxon/3XFC
Cupressus macrocarpa,Coleotechnites stanfordia  Keifer,species,accepted,https://www.catalogueoflife.org/data/taxon/32FXC
Cyamopsis,Dichomeris acuminatus  Staudinger,genus,accepted,https://www.catalogueoflife.org/data/taxon/9CKGQ
Cyamopsis tetragonoloba,Dichomeris acuminatus  Staudinger,species,accepted,https://www.catalogueoflife.org/data/taxon/32N69
Cydonia oblonga,Recurvaria leucatella  Clerck; Recurvaria nanella  Denis & Schiff.,species,accepted,https://www.catalogueoflife.org/data/taxon/32ZLZ
Cynara cardunculus,Metzneria monochroa  Walsingham,species,accepted,https://www.catalogueoflife.org/data/taxon/6C6PZ
Cynara scolymus,Helcystogramma melantherella  Busck,species,accepted,https://www.catalogueoflife.org/data/taxon/339BH
Cytisus,Anarsia spartiella  Schrank; Mirificarma mulinella  Zeller,genus,accepted,https://www.catalogueoflife.org/data/taxon/9CKHH
Cytisus balansae,Mirificarma interrupta  Haworth,species,accepted,https://www.catalogueoflife.org/data/taxon/33RX9
Cytisus nigricans,Mirificarma cytisella  Treitschke; Mirificarma mulinella  Zeller,species,accepted,https://www.catalogueoflife.org/data/taxon/6C9KZ
Cytisus scoparius,Anarsia spartiella  Schrank; Mirificarma interrupta  Haworth; Mirificarma mulinella  Zeller; Syncopacma captivella  Herrich-SchÃ¤ffer,species,accepted,https://www.catalogueoflife.org/data/taxon/33S3C
Daemonorops angustifolia,,species,,https://www.catalogueoflife.org/data/taxon/68V6D
Dalbergia sissoides,Dichomeris   ; Dichomeris allantopa  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/33Z9L
Dalbergia sissoo,Dichomeris crepitatrix  Meyrick; Dichomeris eridantis  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/33Z9N
Dalea pinnata,Stegasta bosqueella  Chambers,species,accepted,https://www.catalogueoflife.org/data/taxon/33ZPW
Datura,Phthorimaea operculella  Zeller; Scrobipalpa heliopa  Lower; Scrobipalpula daturae  Zeller,genus,accepted,https://www.catalogueoflife.org/data/taxon/426J
Datura fastuosa,Phthorimaea operculella  Zeller,species,accepted,https://www.catalogueoflife.org/data/taxon/34B6N
Datura stramonium,Phthorimaea operculella  Zeller; Scrobipalpula absoluta  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/34B7C
Dendrophthoe glabrescens,Anarsia sagmatica  Meyrick; Hypatima haligramma  Meyrick; Hypatima melanoplecta  Meyrick; Hypatima rhicnota  Meyrick; Stenolechia notomochla?  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/34RN7
Derris elliptica,Dichomeris ostracodes  Meyrick; Hypatima anthotypa  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/34YTC
Desmodium,Dichomeris acuminatus  Staudinger; Istrianis steganotricha  Meyrick,genus,accepted,https://www.catalogueoflife.org/data/taxon/9CKK7
Desmodium gangeticum,Hypatima stictocosma  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/9DHYK
Desmodium gyroides,Dichomeris acuminatus  Staudinger,species,accepted,https://www.catalogueoflife.org/data/taxon/5ZHJ2
Desmodium oojeinense,Recurvaria ochrospila  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/4B8Q2
Desmodium tortuosum,Anacampsis meibomiella  Forbes,species,accepted,https://www.catalogueoflife.org/data/taxon/353K5
Dianthus arenarius,Caryocolum schleichi  Christoph,species,accepted,https://www.catalogueoflife.org/data/taxon/6D285
Dianthus carthusianorum,Caryocolum leucomelanella  Zeller,species,synonym,https://www.catalogueoflife.org/data/taxon/6CPZ3
Dianthus deltoides,Caryocolum schleichi  Christoph,species,accepted,https://www.catalogueoflife.org/data/taxon/6CPNG
Dianthus gratianopolitanus,Caryocolum leucomelanella  Zeller,species,accepted,https://www.catalogueoflife.org/data/taxon/6CPPZ
Dianthus seguieri,Caryocolum leucomelanella  Zeller,species,accepted,https://www.catalogueoflife.org/data/taxon/6D3JD
Dianthus sylvestris,Caryocolum leucomelanella  Zeller; Caryocolum schleichi  Christoph,species,accepted,https://www.catalogueoflife.org/data/taxon/35B5V
Dianthus thunbergii,Caryocolum schleichi  Christoph,species,accepted,https://www.catalogueoflife.org/data/taxon/35B6L
Dichrostachys cinerea,Anarsia   ,species,,https://www.catalogueoflife.org/data/taxon/9CRKL
Dimocarpus longan,Anarsia   ; Hypatima   ; Hypatima nr. tephroplintha  Meyrick; Hypatima sp. 2  ; Hypatima tephroplintha?  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/36798
Diospyros kaki,Dichomeris intensa  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/6CWZ5
Dodonaea lobulata,Ardozyga lithina  Lower,species,accepted,https://www.catalogueoflife.org/data/taxon/373PN
Dombeya bagshawei,Mometa anthophthora  Meyrick; Platyedra sp.  ,species,accepted,https://www.catalogueoflife.org/data/taxon/378SD
Dombeya emarginata,Mometa anthophthora  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/378SD
Dorycnium hirsutum,Anacampsis hirsutella  Constant,species,accepted,https://www.catalogueoflife.org/data/taxon/3W83Q
Dorycnium pentaphyllum,Chionodes lugubrella  Fabricius; Filatima textorella  ChrÃ©tien,species,synonym,https://www.catalogueoflife.org/data/taxon/6DHGZ
Dryobalanops aromatica,Hypatima tricosma  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/37V4J
Duabanga moluccana,Anarsia   ; Dichomeris   ; Telphusa   ,species,accepted,https://www.catalogueoflife.org/data/taxon/37YR7
Duchesnea chrysantha,Dichomeris hoplocrates  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/4M69Z
Durio,Idiophantis chiridota  Meyrick,genus,accepted,https://www.catalogueoflife.org/data/taxon/632WN
Durio zibethinus,Telphusa   ,species,accepted,https://www.catalogueoflife.org/data/taxon/383W8
Echinops spinosus,Scrobipalpa ochraceella  ChrÃ©tien,species,synonym,https://www.catalogueoflife.org/data/taxon/7VJTQ
Echiochilon fruticosum,Apatetris echiochilonella  ChrÃ©tien,species,accepted,https://www.catalogueoflife.org/data/taxon/38LMG
Echium,Stomopteryx isoscelixantha  Lower,genus,accepted,https://www.catalogueoflife.org/data/taxon/49PN
Elaeagnus,Anarsia eleagnella  Kuznetsov,genus,accepted,https://www.catalogueoflife.org/data/taxon/62QQB
Elaeagnus pungens,Anarsia protensa  Park,species,accepted,https://www.catalogueoflife.org/data/taxon/8V7ZR
Elaeagnus umbellata,Anarsia bipinnata  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/8V7ZS
Elaeis guineensis,Syrmadaula automorpha?  Meyrick,species,accepted,https://www.catalogueoflife.org/data/taxon/38XFZ
Eleocharis palustris,Monochroa lucidella  Stephens,species,accepted,https://www.catalogueoflife.org/data/taxon/397JT
